t_s,mean_best,ci_lo,ci_hi
0.000000,4561807.756076,4188154.548684,4935460.963468
0.003049,2435723.403092,2181411.197189,2690035.608996
0.006098,1774264.416086,1538920.028855,2009608.803318
0.009146,1212004.590460,1037703.361534,1386305.819386
0.012195,1034724.360215,872499.511332,1196949.209098
0.015244,912566.890877,768120.621114,1057013.160640
0.018293,818486.828382,685843.116322,951130.540443
0.021342,771487.685102,645418.494671,897556.875533
0.024391,728220.791234,603841.283525,852600.298943
0.027439,668132.005115,554323.531564,781940.478666
0.030488,642831.455621,531751.901858,753911.009385
0.033537,625404.995849,519331.838753,731478.152945
0.036586,604099.600732,498936.053531,709263.147933
0.039635,603605.704435,498426.260250,708785.148620
0.042684,596456.224890,491056.339292,701856.110487
0.045732,583228.574746,479525.074779,686932.074713
0.048781,578909.550815,475954.040946,681865.060683
0.051830,561270.541902,458945.016509,663596.067296
0.054879,528133.656692,430155.058192,626112.255191
0.057928,525899.132288,428475.530874,623322.733701
0.060977,492278.246128,403873.408786,580683.083470
0.064025,490291.779408,401880.886987,578702.671829
0.067074,475602.173896,389094.260479,562110.087313
0.070123,467486.218960,381538.224010,553434.213909
0.073172,467372.579224,381407.994142,553337.164306
0.076221,466072.581612,379965.334658,552179.828566
0.079269,463133.505915,376714.355193,549552.656636
0.082318,458752.855021,372530.293948,544975.416094
0.085367,430362.428624,353467.387405,507257.469843
0.088416,425384.127797,348408.519797,502359.735797
0.091465,423946.423322,346860.471226,501032.375417
0.094514,423072.320839,345892.301117,500252.340561
0.097562,420870.688565,343665.982870,498075.394260
0.100611,409099.520590,334119.811508,484079.229671
0.103660,396337.644983,323065.241236,469610.048730
0.106709,396327.580086,323054.431657,469600.728515
0.109758,396170.172023,322884.759905,469455.584140
0.112807,393748.835982,320567.215188,466930.456777
0.115855,382133.719996,311433.221701,452834.218291
0.118904,379013.583576,308313.798632,449713.368521
0.121953,374950.539142,304304.178760,445596.899524
0.125002,364654.502693,295657.703257,433651.302129
0.128051,359877.664873,292217.814622,427537.515125
0.131099,359877.664873,292217.814622,427537.515125
0.134148,355164.318451,288190.852236,422137.784667
0.137197,346562.151509,285253.676405,407870.626613
0.140246,345765.009290,284709.813343,406820.205236
0.143295,342153.530183,281239.971792,403067.088574
0.146344,341977.205046,281052.940041,402901.470052
0.149392,340882.423761,279864.676814,401900.170707
0.152441,335554.012327,274649.525025,396458.499628
0.155490,335484.569018,274575.458657,396393.679380
0.158539,335228.718328,274350.804331,396106.632324
0.161588,334698.526494,273847.687895,395549.365093
0.164637,332373.009765,272106.501748,392639.517783
0.167685,332302.234131,272032.097849,392572.370413
0.170734,331832.418041,271595.000438,392069.835645
0.173783,325774.970184,266145.288528,385404.651840
0.176832,325035.177017,265477.697432,384592.656601
0.179881,324612.029818,265066.725137,384157.334500
0.182930,317258.620900,265481.073633,369036.168166
0.185978,317258.620900,265481.073633,369036.168166
0.189027,313235.029382,262835.743672,363634.315092
0.192076,313235.029382,262835.743672,363634.315092
0.195125,313042.057715,262632.794572,363451.320857
0.198174,313003.380774,262592.717177,363414.044371
0.201222,312702.758399,262318.173488,363087.343311
0.204271,309894.746298,261799.111821,357990.380776
0.207320,309482.717285,261362.016569,357603.418001
0.210369,308978.169057,260824.443821,357131.894293
0.213418,307099.064543,259807.548026,354390.581061
0.216467,306922.234299,259609.830131,354234.638467
0.219515,306592.247625,259249.428191,353935.067059
0.222564,306511.171683,259164.690131,353857.653234
0.225613,306488.192661,259140.707517,353835.677805
0.228662,303590.881028,256459.656694,350722.105362
0.231711,299179.959083,252541.543488,345818.374678
0.234760,299179.959083,252541.543488,345818.374678
0.237808,299179.959083,252541.543488,345818.374678
0.240857,299136.593372,252496.512089,345776.674655
0.243906,298466.738319,251816.709877,345116.766760
0.246955,298412.242802,251759.977247,345064.508358
0.250004,297970.907600,251555.529668,344386.285532
0.253052,297970.907600,251555.529668,344386.285532
0.256101,297798.170921,251373.469747,344222.872094
0.259150,297797.550134,251372.773839,344222.326428
0.262199,297789.481658,251364.402708,344214.560608
0.265248,297785.338462,251360.114260,344210.562664
0.268297,297679.235444,251243.824207,344114.646681
0.271345,297153.731414,250687.188353,343620.274474
0.274394,297141.833326,250674.873257,343608.793395
0.277443,297141.833326,250674.873257,343608.793395
0.280492,297141.833326,250674.873257,343608.793395
0.283541,297141.833326,250674.873257,343608.793395
0.286590,297141.833326,250674.873257,343608.793395
0.289638,297141.833326,250674.873257,343608.793395
0.292687,297141.833326,250674.873257,343608.793395
0.295736,296588.765862,250111.458742,343066.072981
0.298785,296588.765862,250111.458742,343066.072981
0.301834,296588.765862,250111.458742,343066.072981
0.304883,296588.765862,250111.458742,343066.072981
0.307931,296588.765862,250111.458742,343066.072981
0.310980,294953.422782,248531.663081,341375.182484
0.314029,294953.422782,248531.663081,341375.182484
0.317078,294953.422782,248531.663081,341375.182484
0.320127,294953.422782,248531.663081,341375.182484
0.323175,294953.422782,248531.663081,341375.182484
0.326224,294953.422782,248531.663081,341375.182484
0.329273,294953.422782,248531.663081,341375.182484
0.332322,294953.422782,248531.663081,341375.182484
0.335371,294953.422782,248531.663081,341375.182484
0.338420,294953.422782,248531.663081,341375.182484
0.341468,294953.422782,248531.663081,341375.182484
0.344517,294953.422782,248531.663081,341375.182484
0.347566,294953.422782,248531.663081,341375.182484
0.350615,294953.422782,248531.663081,341375.182484
0.353664,294953.422782,248531.663081,341375.182484
0.356713,294953.422782,248531.663081,341375.182484
0.359761,294953.422782,248531.663081,341375.182484
0.362810,294953.422782,248531.663081,341375.182484
