t_s,mean_best,ci_lo,ci_hi
0.260459,346722.228681,261043.217604,432401.239758
0.263715,346719.859788,261041.537484,432398.182091
0.266971,346717.759747,261039.270081,432396.249412
0.270227,346713.517964,261034.706878,432392.329049
0.273482,346712.441562,261033.551238,432391.331886
0.276738,346699.307524,261030.641109,432367.973940
0.279994,346698.388784,261029.629929,432367.147639
0.283250,346693.420374,261025.063149,432361.777599
0.286505,346692.127935,261023.659603,432360.596268
0.289761,346690.374903,261021.764408,432358.985399
0.293017,346687.915040,261019.092452,432356.737628
0.296273,346686.019440,261017.256551,432354.782330
0.299528,346685.856990,261017.153306,432354.560674
0.302784,346681.774186,261012.787795,432350.760578
0.306040,346680.800042,261011.739304,432349.860781
0.309295,346678.594784,261009.365567,432347.824001
0.312551,346676.275385,261006.894413,432345.656356
0.315807,346673.878399,261004.265626,432343.491173
0.319063,346672.277168,261002.544464,432342.009872
0.322318,346670.356435,261001.240409,432339.472460
0.325574,346669.941711,261000.794603,432339.088820
0.328830,346669.084015,260999.872600,432338.295430
0.332086,346667.139899,260997.809235,432336.470563
0.335341,346667.139899,260997.809235,432336.470563
0.338597,346667.139899,260997.809235,432336.470563
0.341853,346667.139899,260997.809235,432336.470563
0.345109,346667.139899,260997.809235,432336.470563
0.348364,346667.139899,260997.809235,432336.470563
0.351620,346659.127153,260996.030743,432322.223563
0.354876,346659.127153,260996.030743,432322.223563
0.358132,346654.192378,260994.934239,432313.450517
0.361387,346654.192378,260994.934239,432313.450517
0.364643,346654.192378,260994.934239,432313.450517
0.367899,346654.192378,260994.934239,432313.450517
0.371155,346654.192378,260994.934239,432313.450517
0.374410,346654.192378,260994.934239,432313.450517
0.377666,346654.192378,260994.934239,432313.450517
0.380922,346654.192378,260994.934239,432313.450517
0.384178,346654.192378,260994.934239,432313.450517
0.387433,346654.192378,260994.934239,432313.450517
