t_s,mean_best,ci_lo,ci_hi
0.280787,2079168.104240,1840703.699157,2317632.509324
0.284581,2079168.104240,1840703.699157,2317632.509324
0.288376,2078305.823594,1839740.538038,2316871.109149
0.292170,2078304.886021,1839739.627641,2316870.144402
0.295964,2078304.886021,1839739.627641,2316870.144402
0.299759,2078269.924266,1839702.476117,2316837.372415
0.303553,2078220.088386,1839646.426842,2316793.749930
0.307348,2078161.522484,1839580.508717,2316742.536252
0.311142,2078161.522484,1839580.508717,2316742.536252
0.314936,2078161.522484,1839580.508717,2316742.536252
0.318731,2078161.522484,1839580.508717,2316742.536252
0.322525,2078161.522484,1839580.508717,2316742.536252
0.326320,2078161.522484,1839580.508717,2316742.536252
0.330114,2078161.522484,1839580.508717,2316742.536252
0.333909,2078161.522484,1839580.508717,2316742.536252
0.337703,2078161.522484,1839580.508717,2316742.536252
0.341497,2078161.522484,1839580.508717,2316742.536252
0.345292,2078161.522484,1839580.508717,2316742.536252
0.349086,2078161.522484,1839580.508717,2316742.536252
0.352881,2078161.522484,1839580.508717,2316742.536252
0.356675,2078161.522484,1839580.508717,2316742.536252
0.360469,2078161.522484,1839580.508717,2316742.536252
0.364264,2078161.522484,1839580.508717,2316742.536252
0.368058,2078161.522484,1839580.508717,2316742.536252
0.371853,2078161.522484,1839580.508717,2316742.536252
0.375647,2078161.522484,1839580.508717,2316742.536252
0.379442,2078161.522484,1839580.508717,2316742.536252
0.383236,2078161.522484,1839580.508717,2316742.536252
0.387030,2078161.522484,1839580.508717,2316742.536252
0.390825,2078161.522484,1839580.508717,2316742.536252
0.394619,2078161.522484,1839580.508717,2316742.536252
0.398414,2078161.522484,1839580.508717,2316742.536252
0.402208,2078161.522484,1839580.508717,2316742.536252
0.406002,2078161.522484,1839580.508717,2316742.536252
0.409797,2078161.522484,1839580.508717,2316742.536252
0.413591,2078161.522484,1839580.508717,2316742.536252
0.417386,2078161.522484,1839580.508717,2316742.536252
0.421180,2078161.522484,1839580.508717,2316742.536252
0.424974,2078161.522484,1839580.508717,2316742.536252
0.428769,2078161.522484,1839580.508717,2316742.536252
0.432563,2078161.522484,1839580.508717,2316742.536252
0.436358,2078161.522484,1839580.508717,2316742.536252
0.440152,2078161.522484,1839580.508717,2316742.536252
0.443947,2078161.522484,1839580.508717,2316742.536252
0.447741,2078161.522484,1839580.508717,2316742.536252
0.451535,2078161.522484,1839580.508717,2316742.536252
