t_s,mean_best,ci_lo,ci_hi
0.000000,4451492.210735,4056722.894151,4846261.527319
0.005004,2064323.934342,1788440.243683,2340207.625001
0.010008,2017836.584971,1753088.616911,2282584.553031
0.015011,1780196.632751,1539431.485289,2020961.780213
0.020015,1435633.304630,1227702.240014,1643564.369247
0.025019,1278341.385905,1087319.778349,1469362.993461
0.030023,1162332.707044,980325.607988,1344339.806101
0.035027,1117024.003259,939343.295995,1294704.710524
0.040030,1050669.045080,870914.223709,1230423.866451
0.045034,1012811.852414,845652.228850,1179971.475978
0.050038,976653.384886,814836.840897,1138469.928875
0.055042,923949.892157,766599.183679,1081300.600634
0.060046,896183.517482,743279.487015,1049087.547949
0.065050,833841.738768,690894.688475,976788.789060
0.070053,792190.538128,650370.693977,934010.382278
0.075057,750728.939156,608071.382139,893386.496173
0.080061,735136.005991,595820.893654,874451.118328
0.085065,713906.765683,577568.969235,850244.562130
0.090069,673679.246531,542976.898849,804381.594212
0.095072,631437.724509,507876.607577,754998.841441
0.100076,600617.242515,484026.635122,717207.849907
0.105080,570376.029894,458232.067473,682519.992315
0.110084,549484.845194,438255.463984,660714.226405
0.115088,529405.968728,419225.976511,639585.960945
0.120091,519264.074925,409687.665933,628840.483917
0.125095,496873.569354,388940.876685,604806.262023
0.130099,487068.215013,379914.544805,594221.885221
0.135103,456762.371037,355747.140103,557777.601971
0.140107,429118.097489,334434.611884,523801.583094
0.145111,428625.136952,333909.535396,523340.738509
0.150114,416863.683412,323628.514897,510098.851926
0.155118,406657.181228,314816.190144,498498.172313
0.160122,396940.329869,306490.019245,487390.640493
0.165126,396590.270699,306117.301847,487063.239552
0.170130,396566.573843,306092.180651,487040.967035
0.175133,380338.711258,292603.230619,468074.191897
0.180137,376492.643712,288820.506437,464164.780986
0.185141,376338.226151,288658.249484,464018.202819
0.190145,376310.542969,288629.708440,463991.377499
0.195149,366272.436281,280087.544884,452457.327679
0.200152,366234.579158,280049.752756,452419.405559
0.205156,356239.124356,271665.524190,440812.724521
0.210160,356204.458903,271631.699868,440777.217937
0.215164,356181.409727,271607.451803,440755.367651
0.220168,356141.093627,271565.091187,440717.096068
0.225172,356127.736544,271551.805375,440703.667713
0.230175,347020.674005,264306.688459,429734.659551
0.235179,346109.350812,263374.339483,428844.362141
0.240183,346087.248893,263350.976722,428823.521063
0.245187,346057.888088,263322.793405,428792.982770
0.250191,346030.102333,263293.744177,428766.460489
0.255194,346006.375356,263268.592094,428744.158618
0.260198,345987.388650,263248.802852,428725.974448
0.265202,345972.238490,263232.636102,428711.840877
0.270206,345956.020419,263215.677374,428696.363464
0.275210,345862.150347,263180.996911,428543.303783
0.280213,345852.634753,263171.697514,428533.571992
0.285217,345844.932249,263163.393219,428526.471278
0.290221,345840.976533,263159.039437,428522.913629
0.295225,345837.032484,263154.808205,428519.256763
0.300229,345833.569364,263151.081229,428516.057498
0.305233,345827.137897,263143.994186,428510.281609
0.310236,345821.725590,263138.112124,428505.339055
0.315240,345819.340945,263135.524828,428503.157062
0.320244,345818.321502,263134.431373,428502.211630
0.325248,345817.335316,263133.382732,428501.287899
0.330252,345814.156380,263129.862556,428498.450203
0.335255,345811.550552,263127.089996,428496.011108
0.340259,345806.619184,263122.193990,428491.044378
0.345263,345806.494896,263122.059508,428490.930285
0.350267,345806.494896,263122.059508,428490.930285
0.355271,345802.654705,263118.052283,428487.257127
0.360274,345802.654705,263118.052283,428487.257127
0.365278,345802.654705,263118.052283,428487.257127
0.370282,345802.654705,263118.052283,428487.257127
0.375286,345802.018940,263117.370770,428486.667110
0.380290,345802.018940,263117.370770,428486.667110
0.385294,345801.927810,263117.273082,428486.582539
0.390297,345801.927810,263117.273082,428486.582539
0.395301,345801.488014,263116.801626,428486.174402
0.400305,345800.531160,263115.775862,428485.286458
0.405309,345799.755210,263114.943999,428484.566421
0.410313,345799.755210,263114.943999,428484.566421
0.415316,345799.755210,263114.943999,428484.566421
0.420320,345799.755210,263114.943999,428484.566421
0.425324,345799.755210,263114.943999,428484.566421
0.430328,345799.755210,263114.943999,428484.566421
0.435332,345799.755210,263114.943999,428484.566421
0.440335,345799.755210,263114.943999,428484.566421
0.445339,345799.755210,263114.943999,428484.566421
0.450343,345799.755210,263114.943999,428484.566421
0.455347,345799.755210,263114.943999,428484.566421
0.460351,345799.755210,263114.943999,428484.566421
0.465354,345799.755210,263114.943999,428484.566421
0.470358,345799.755210,263114.943999,428484.566421
0.475362,345799.755210,263114.943999,428484.566421
0.480366,345799.755210,263114.943999,428484.566421
0.485370,345799.755210,263114.943999,428484.566421
0.490374,345799.755210,263114.943999,428484.566421
0.495377,345799.755210,263114.943999,428484.566421
0.500381,345799.755210,263114.943999,428484.566421
0.505385,345799.755210,263114.943999,428484.566421
0.510389,345799.755210,263114.943999,428484.566421
0.515393,345799.755210,263114.943999,428484.566421
0.520396,345799.755210,263114.943999,428484.566421
0.525400,345799.755210,263114.943999,428484.566421
0.530404,345799.755210,263114.943999,428484.566421
0.535408,345799.755210,263114.943999,428484.566421
0.540412,345799.755210,263114.943999,428484.566421
0.545415,345799.755210,263114.943999,428484.566421
0.550419,345799.755210,263114.943999,428484.566421
0.555423,345799.755210,263114.943999,428484.566421
0.560427,345799.755210,263114.943999,428484.566421
0.565431,345799.755210,263114.943999,428484.566421
0.570435,345799.755210,263114.943999,428484.566421
0.575438,345799.755210,263114.943999,428484.566421
0.580442,345799.755210,263114.943999,428484.566421
0.585446,345799.755210,263114.943999,428484.566421
0.590450,345799.755210,263114.943999,428484.566421
0.595454,345799.755210,263114.943999,428484.566421
